Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
1143,"Z.P. UPS, BELDA",27090606201,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, WADAMBA ",BELDA,441401.0,AT.POST-BELDA TAH-RAMTEK DIST-NAGPUR,nikeshwankhade98@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Belda,Belda,Ramtek
1144,GOVT MDY ASHRAM SCH BELDA,27090606202,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, WADAMBA ",BELDA,441401.0,"Belda, Tah- Ramtek, Dist- Nagpur",hmbelda1@gmail.com,Tribal Welfare Department,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1–12,Rural,Operational,Belda,Belda,Ramtek
1145,"Z.P. PS, NAVEGAON (BELDA)",27090606301,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, WADAMBA ",NAWEGAON BELDA,441401.0,AT.NAVEGAON POST BELDA TAH .RAMTEK DIST.NAGPUR,sachugedam96@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Nawegaon 2,Wadamba,Ramtek
1146,"Z.P. PS, GOREGHAT",27090606401,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, WADAMBA ",GOREGHAT,441401.0,AT.GOREGHAT POST.DEOLAPAR TAH RAMTEK DIST.NAGPUR,goreghatzpps@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Goreghat,Belda,Ramtek
1147,"Z.P. UPS, SAWARA",27090606501,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, WADAMBA ",SAWRA,441401.0,AT.SAWARA POST-DEOLAPAR TAH-RAMTEK,zpupssawara@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Sawara,Dongartal,Ramtek
1148,"Z.P. UPS, PINDKAPAR (LODHA)",27090606601,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, WADAMBA ",PINDKAPAR(LODHA),441401.0,AT.PINDKAPAR POST LODHA TAH RAMTEK DIST NAGPUR,ups.pindkapar.2014@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Pindkapar(Lodha),Pindakapar(L),Ramtek
1149,"Z.P. PS, KARWAHI",27090606801,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",KARWAHI,441401.0,At Post Karwahi Tah Ramtek Dist Nagpur,zppskarwahi01@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Karwahi,Karwahi,Ramtek
1150,"DNYANDEEP VIDYAMANDIR, KARWAHI_x000D_
",27090606802,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",KARWAHI,441401.0,AT POST KARWAHI TA RAMTEK DIST NAGPUR,dnyankar1984@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Karwahi,Karwahi,Ramtek
1151,"Z.P. UPS, LODHA",27090606901,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",LODHA,441401.0,At Lodha Post Karwahi Tah Ramtek Dist Nagpur,zpupslodha@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Lodha,Pindakapar(L),Ramtek
1152,"Z.P. UPS, MANEGAON (TEK)",27090607001,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",MANEGAON TEK,441401.0,At Post Manegaontek Tah Ramtek Dist Nagpur,zpupsmanegaontek@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Manegaon Tek,Karwahi,Ramtek
1153,"Z.P. PS, GARRA",27090607101,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",GARRA,441401.0,At Garra Post Manegaontek Tah Ramtek Dist Nagpur,zppsgarra7101@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Garra,Bandra,Ramtek
1154,"Z.P. PS, KHURSAPAR",27090607201,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",KHURSAPAR,441401.0,"ZILHA PARISHAD PRAMARY SCHOOL KHURSAPAR, AT.KHURSAPAR ,PO.MANEGAONTEK , TA.RAMTEK, , DI. NAGPUR.",sakhardandekanchan142@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Khursapar,Bandra,Ramtek
1155,"Z.P. PS, CHHAWARI",27090607301,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",CHHAWARI,441401.0,"CHHAWARIPOST,KARWAHI TA.RAMTEK DIST.NAGPUR",anilrathod71828@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Chawari,Karwahi,Ramtek
1156,"Z.P. UPS, DULARA",27090607401,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",DULARA,441401.0,AT. DULARA PO. KARWAHI TA. RAMTEK DIST. NAGPUR,zpupsdulara@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Dulara,Karwahi,Ramtek
1157,"Z.P. PS, SITAPAR GONDITOLA",27090607503,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, KARWAHI ",SITAPAR GONDITOLA RITHI,441401.0,SITAPAR GONDITOLA POST KARWAHI TA. RAMTEK DIST. NAGPUR ,vaijinathchemte@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Sitapur,Pindakapar(L),Ramtek
1158,"Z.P. UPS, HIWARABAZAR",27090607601,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",HIWARABAZAR,441401.0,AT POST HIWRABAZAR TALUKA RAMTEK DISTRICT NAGPUR,zpupshiwarabazar2018@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Hiwarabazar,Hiwrabajar,Ramtek
1159,"SHANTINIKETAN ADHYAYAN MANDIR, HIWARA(BAZAR)_x000D_
",27090607602,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",HIWARABAZAR,441401.0,Hiwarabajar Ta. Ramtek Dist. Nagpur,shantiniketanhiwarabajar572@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Hiwarabazar,Hiwrabajar,Ramtek
1160,"Z.P. UPS, TANGLA",27090607701,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",TANGLA,441401.0,"At Tangla Ta- Ramtek, Dist- Nagpur",ashokmarkam05@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Tangla,Tangla,Ramtek
1161,"RANI DURGWATI PRY.ASH.SCH, TANGLA",27090607702,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",TANGLA,440013.0,At.Post.Tangla Tha.Ramtek Dist.Nagpur,,Other State Govt. Managed,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Tangla,Tangla,Ramtek
1162,"RANI DURGWATI MDY.ASH.SCH, TANGLA",27090607703,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",TANGLA,441401.0,Rani Durgawati Ashram school Tangla th Ramtek Dist Nagpur ,sunilsankar1971@gmail.com,Other State Govt. Managed,Up. Pr. Secondary and Higher Sec,3-Co-educational,8–12,Rural,Operational,Tangla,Tangla,Ramtek
1163,"Z.P. UPS, PUSDA",27090607901,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",PUSDA,441401.0,"Pusda, Post- Hiwarabajar, Tah- Ramtek, Dist- Nagpur",gendlalbhardwaj96@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Pusda Punarvasan No. 1,Pusada Punarvasan No. 1,Ramtek
1164,"Z.P. UPS, SALAI (HIWRA)",27090608001,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",SALAI,441401.0,"Salai Hiwara, Post- Hiwarabazar, Tah- Ramtek, Dist- Nagpur",zpupschoolsalaihi@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Salai(Hiwrabajar),Salai,Ramtek
1165,"Z.P. PS, KHANORA",27090608101,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",KHANORA,441401.0,"At khanora, Post Hiwrabazar, Ta-Ramtek, Dist-Nagpur",zpskhanora@yahoo.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Khanora,Khanora,Ramtek
1166,"Z.P. PS, LAKHAPUR",27090608202,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",LAKHAPUR(RITHI),441401.0,"At-Lakhapur, Post- Belda, Ta-Ramtek, Dist-Nagpur",lakhapurzpschool@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Lakhapur,Khanora,Ramtek
1167,"Z.P. PS, FULZARI (HIWARA)",27090608301,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",FULZARI(HIWARA),441401.0,"At Fulzari, Post Hiwara bazar, Ta-Ramtek",zppsFulzari301@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Fulzari,Hiwrabajar,Ramtek
1168,"Z.P. PS, AKOLA",27090608401,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",AKOLA,441401.0,AT AKOLA POST HIWRA BAZAR TAHSIL RAMTEK DISTRICT NAGPUR,,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Akola,Khanora,Ramtek
1169,"Z.P. PS, WARGHAT",27090608501,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",WARGHAT,441401.0,AT WARGHAT POST HIWRA BAZAR TAHSIL RAMTEK DISTRIST NAGPUR PIN CODE NO 441401,zppswarghat@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Warghat,Warghat,Ramtek
1170,"Z.P. PS, TUMDITOLA",27090608601,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",TUMDITOLA,441401.0,"At-Tumditola, Po-Hiwarabazar, ",namdevchaudhri9@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Hiwarabazar,Hiwrabajar,Ramtek
1171,"Z.P. UPS, GHOTI (RAMJAN)",27090608701,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, HIWARABAZAR ",GHOTI(RAMJAN),441401.0,At. Ghoti Ramjan Post. Hiwara Bazar Ta. Ramtek Dist. Nagpur,vishwambarpmagare@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Ghoti(Dahoda),Salai,Ramtek
1172,Z.P. UPS MUSEWADI,27090608901,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,MUSEWADI,441106.0,"Musewadi, Tah- Ramtek, Dist- Nagpur",sindhubodele756@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Musewadi,Musewadi,Ramtek
1173,"MATOSHRI KASHIDEVI MADHYAMIK AND UCCHA MADHYAMIK VIDYALAYA, MUSEWADI",27090608902,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,MUSEWADI,441106.0,"At. Post Musewadi Tah. Ramtek, Dist. Nagpur 441106",mkumv_m@rediffmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Musewadi,Musewadi,Ramtek
1174,"Z.P. UPS, UMRI",27090609001,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,UMARI(CHI),441106.0,"Umari, Post- Musewadi, Tah- Ramtek, Dist- Nagpur",hmumari1234@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Umri(Junewani),Umri,Ramtek
1175,"Z.P. PS, MURDA",27090609101,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,MURDA,441106.0,"Murda, Post- Musewadi, Tah- Ramtek",zillparishadmurda@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Murda,Mandri,Ramtek
1176,"Z.P. PS, CHICHDA",27090609201,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,CHICHADA,441106.0,"Chichada, Post- Musewadi, Tah- Ramtek, Dist- Nagpur",manoharsontakke35@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Chichda(Juna),Umri,Ramtek
1177,GOVT. ASHRAM SCH NAVEGAON (CHICHDA),27090609202,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,CHICHADA,441106.0,at navegaon ta Ramtek Dist NAGPUR,hmnavegaon@gmail.com,Tribal Welfare Department,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Navegaon(Belda),Umri,Ramtek
1178,"Z.P. PS, GUDEGAON",27090609301,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,GUDEGAON,441106.0,"At-Gudhegaon, Po-Musewadi, Ta-Ramtek-441106, Dist-Nagpur",pri.sch.gudegaon@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Gudegaon,Umri,Ramtek
1179,"Z.P. PS, MANGALI",27090609401,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,MANGALI,441106.0,"Mangli, Post- Musewadi, Tah- Ramtek, Dist- Nagpur",prakashdhurve596@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mangli,Umri,Ramtek
1180,"Z.P. PS, NAHAVI",27090609501,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,NAHAVI,441106.0,"Nahavi, Post- Bhondewada, Tah- Ramtek, Dist- Nagpur",karneanilkumar210890@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Nahabi,Pindakapar(S),Ramtek
1181,"Z.P. PS, MAHARAJPUR",27090609601,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,MAHARAJPUR,441106.0,"Maharajpur, Post- Musewadi, Tah- Ramtek, dist- Nagpur",diliphatwar123@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Maharajpur,Pindakapar(S),Ramtek
1182,"Z.P. UPS, DONGARI",27090609701,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,DONGARI,441106.0,"Dongari, Post- Bhondewada, Tah- Ramtek, Dist- Nagpur",dlipk100@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Dongri,Dongri,Ramtek
1183,"Z.P. PS, CHORKHUMARI",27090609802,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,CHORKHUMARI,441106.0,At-Chorkhumari Post.Bhondewada Ta.Ramtek Dist.Nagpur,inwatenarendra@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Chorkhumari,Dongri,Ramtek
1184,"Z.P. PS, MUKNAPUR",27090609901,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,MUKANAPUR,441106.0,"At-Muknapur, Po-Bhondewada, Ta-Ramtek, Dist-Nagpur",manisha88rodkar@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Mukanapur,Dongri,Ramtek
1185,"Z.P. UPS, BHONDEWADA",27090610001,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,BHONDEWADA,441106.0,"Bhondewada, Tah- Ramtek, Dist- Nagpur",chaurejyoti@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Bhondewada,Khumari,Ramtek
1186,"Z.P. PS, SONEGHAT",27090610102,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,SONEGHAT,441106.0,"At-Soneghat, Ta-Ramtek, Dist-Nagpur",neenabawnkule10361@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Soneghat,Soneghat,Ramtek
1187,"Z.P. PS, DUDHALA",27090610202,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,DUDHALA,441106.0,Z P SCHOOL DUDHALA PO BHONDEWADA TA RAMTEK DIST NAGPUR,hmdudhala123@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Kawadak,Soneghat,Ramtek
1188,"Z.P. PS, CHOUGAN",27090610301,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,CHOUGAN,441106.0,"At-Chougan, Po-Bhondewada, Ta-Ramtek, Distt-Nagpur",chetnathakare98@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Chaugan,Soneghat,Ramtek
1189,"Z.P. UPS, PINDKAPAR (SONPUR)",27090610401,MAHARASHTRA,NAGPUR,RAMTEK,Z.P. UPS MUSEWADI ,PINDAKAPAR (SONPUR),441106.0,"Pindakapar, Post- Bhondewada, Tah- Ramtek, Dist-Nagpur",raghuwanshisunita26@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Pindkapur(Sonpur),Pindakapar(S),Ramtek
1190,"Z.P. PS, SHIWANI (BHONDKI)",27090610501,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",SHIWANI (B),441106.0,ZILLA PARISHAD PRIMARY SCHOOL SHIWANI PO-SHIWANI TA-RAMTEK DIST-NAGPUR 441106,nilsnannaware90@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Shivani (Bhodaki),Shiwni(Bho),Ramtek
1191,"SWAMI SITARAMDAS MAHARAJ VIDYALAYA, SHIONI(BHONDKI)",27090610502,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",SHIWANI (B),441106.0,Shiwani Bhondki th Ramtek Dist Nagpur,rahangdalebandhu1969@gmail.com,Partially Govt. Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Shivani (Bhodaki),Shiwni(Bho),Ramtek
1192,"Z.P. UPS, KIRNAPUR (SHIWANI)",27090610601,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",KIRNAPUR (SHIWANI),441106.0,"Kirnapur, Post- Shivani, Tah- Ramtek, Dist- Nagpur",sangitamasram1986@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Kirnapur(Shivani),Shiwni(Bho),Ramtek
1193,"Z.P. PS, ASOLI",27090610701,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",ASOLI,441106.0,ZILLA PARISHAD PRATHMIK SHALA ASOLI PO-AROLI TA-RAMTEK DIST-NAGPUR 441106,rameshparasgaye010@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Asoli,Aasoli,Ramtek
1194,"Z.P. PS, SALAIMETA",27090610801,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",SALAIMETA,441101.0,ZILLA PARISHAD PRIMARY SCHOOL SALAIMETA POST-SHIONI TA-RAMTEK DIST- NAGPUR 441106,anusayanagre27@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Salaimeta,Bhandarbodi,Ramtek
1195,"Z.P. PS, HASAPUR",27090610901,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",HASAPUR,441106.0,ZILLA PARISHAD PRIMARY SCHOOL HASAPUR PO-SHIWANI TA RAMTEK DIST-NAGPUR 441106,kamthechandu@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Hansapur,Bhandarbodi,Ramtek
1196,"PM SHRI Z.P. PS, BHANDARBODI",27090611001,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",BHANDARBODI,441106.0,ZILLA PARISHAD PRIMARY SCHOOL BHANDARBODI POST-BHANDARBODI TA-RAMTEK DIST-NAGPUR 441106,zppsbhandarbodi49@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Bhandar Bodi,Bhandarbodi,Ramtek
1197,"MAHATMA JYOTIBA FULE VIDYALAY, BHANDARBODI",27090611002,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",BHANDARBODI,441106.0,"AT POST BHANDARBODI TAH RAMTEK DIST NAGPUR,441106.",mahatma.nag024.niit@gmail.com,Other State Govt. Managed,Pr. Up Pr. and Secondary Only,3-Co-educational,5–10,Rural,Operational,Bhandar Bodi,Bhandarbodi,Ramtek
1198,"Z.P. PS, BHIMANTOLA",27090611101,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",BHIMANTOLA,441106.0,ZILLA PARISHAD PRIMARY SCHOOL BHIMANTOLA POST-BHANDARBODI TA-RAMTEK DIST-NAGPUR 441106 ,sure16121984@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Bhandar Bodi,Bhandarbodi,Ramtek
1199,"Z.P. PS, GHOGRA",27090611201,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",GHOGRA,441106.0,"At. Ghogra, Post. Bhandarbodi,Ta. Ramtek, Dist. Nagpur",zpsguguldoh201@gmail.com,Local Body,Primary,3-Co-educational,1–5,Rural,Operational,Guguldoh,Panchala,Ramtek
1200,"Z. P. PS, MAHADULA",27090611301,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",MAHADULA,441106.0,"At Post. Mahadula. Ta. Ramtek, Dist. Nagpur",varshadnyaneshwargirmekar@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mahadula,Mahadula,Ramtek
1201,"SANTDNYANESWAR VIDYAMANDIR,MAHADULA",27090611302,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",MAHADULA,441106.0,Mahadula Tumsar Road Tah Ramtek Dist Nagpur 441106,khushalmohare23@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Mahadula,Mahadula,Ramtek
1202,"Z.P. PS, LOHARA",27090611401,MAHARASHTRA,NAGPUR,RAMTEK,,LOHARA,441106.0,"At. Lohara, Post. Mahadula, Dist, Nagpur",nanagirmekar01865@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Closed,Lohara,Mahadula,Ramtek
1203,"Z.P. PS, GHOTI (MAHADULA)",27090611501,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",GHOTI(MAHADULA),441106.0,"Z. P. Primary school Ghoti Mahadula Ta. Ramtek, Dist, Nagpur",bhaskarchavhan@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Ghoti(Ramjan),Mahadula,Ramtek
1204,"Z.P. PS, PANCHALA (KHURD)",27090611601,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",PANCHALA(KHURD),441106.0,"at. Panchala Post. Mahadula Ta. Ramteak, Dist. Nagpur",sarojpawar1707@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Panchala (Kh),Panchala,Ramtek
1205,"Z.P. UPS, MANDRI",27090611701,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",MANDRI,441106.0,"At- Mandri, Ta-Ramtek, Dist-Nagpur",dwarkashende789@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Mandri,Mandri,Ramtek
1206,"SHRI GURUDEO TAGOR VAN VA PARYAVARAN VIDYALAYA, MANDRI",27090611702,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",MANDRI,441106.0,"Mandri, Musewadi Ramtek",dharmashilw@gmail.com,Partially Govt. Aided,Upper Pr. and Secondary,3-Co-educational,8–10,Rural,Operational,Mandri,Mandri,Ramtek
1207,"Z.P. UPS, PANCHALA (B)",27090611801,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. PS, SHIWANI (BHONDKI) ",PANCHALA(B),441106.0,"Panchala bk, Post- Mahadula, Tah- Ramtek, Dist- Nagpur",zppanchalabk@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Panchala (Bk),Panchala,Ramtek
1208,"Z.P. UPS, KACHURWAHI",27090611901,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",KACHURWAHI,441106.0,Kachurwahi Ta Ramtek Di Nagpur,zpkachurwahi@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Kachurwahi,Kachurwahi,Ramtek
1209,"LATE ADV. NANDKISHOR JAISWAL MADHYAMIK VIDYALAYA, KACHURWAHI",27090611902,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",KACHURWAHI,441106.0,At. Post Kachurwahi Tah. Ramtek Dist Nagpur,skolhe517@gmail.com,Other State Govt. Managed,Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,5–12,Rural,Operational,Kachurwahi,Kachurwahi,Ramtek
1210,"SURAJ MATIMAND MULA MULINCHI NIWASI SHALA, KACHURWAHI",27090611903,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",KACHURWAHI,441106.0,At kachurwahi Ta Ramtek Dist Nagpur,surajmatimand@gmail.com,Other State Govt. Managed,Primary,3-Co-educational,1–5,Rural,Operational,Kachurwahi,Kachurwahi,Ramtek
1211,"EKVIRA MATIMAND MULANCHE BALGRUH, KACHURWAHI",27090611904,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",KACHURWAHI,441106.0,"at kachurwahi, tha. ramtk ,dist. nagpur",ekaviramatimandbalgruh@gmail.com,Other State Govt. Managed,Primary with Upper Primary,1-Boys,1–8,Rural,Operational,Kachurwahi,Kachurwahi,Ramtek
1212,"Z.P. UPS, NAWARGAON",27090612001,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",NAWARGAON,441106.0,"Nawargaon, Post-Ramtek, tah- Ramtek, Dist- Nagpur",hmnawargaon1234@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Nawargaon,Navergaon,Ramtek
1213,"Z.P. UPS, BORI",27090612101,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",BORI,441106.0,"AT. BORI POST. KACHURWAHI, TA. RAMTEK ,DIST. NAGPUR",,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Bori,Bori,Ramtek
1214,NEW INDIRA CONVENT (MARATHI) BORI,27090612102,MAHARASHTRA,NAGPUR,RAMTEK,"Z.P. UPS, KACHURWAHI ",BORI,441106.0,New Indira Marathi schoolboripostkachurwahitharamtek Dr Nagpur,igvmschoolbori@gmail.com,Private Unaided (Recognized) ,Primary,3-Co-educational,1–4,Rural,Operational,Bori,Bori,Ramtek
