Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
2073,"Z.P. PS (GIRLS), MALEWADA NO. 2",27091307401,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,MALEWADA,441201.0,"AT POST MALEWADA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.malewada74@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Malewada,Malewada,Bhiwapur
2074,"SARASWATI VIDYALAYA, PAUNI BORDER NO. 2",27091307501,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,PAUNI BORDER,441201.0,"AT POST PAUNI BORDER, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.pauniborder75@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Pauni Border,Pauni Border,Bhiwapur
2075,"SHARADA CONVENT, TATOLI NO. 2",27091307601,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),TATOLI,441201.0,"AT POST TATOLI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.tatoli76@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Tatoli,Tatoli,Bhiwapur
2076,"MODEL SCHOOL, SOMNALA NO. 2",27091307701,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,SOMNALA,441201.0,"AT POST SOMNALA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.somnala77@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Somnala,Somnala,Bhiwapur
2077,"Z.P. HIGH SCHOOL, ALEWUR NO. 2",27091307801,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,ALEWUR,441201.0,"AT POST ALEWUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.alewur78@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Alewur,Alewur,Bhiwapur
2078,"NATIONAL HIGH SCHOOL, BOTHALI NO. 2",27091307901,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,BOTHALI,441201.0,"AT POST BOTHALI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.bothali79@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Bothali,Bothali,Bhiwapur
2079,"MAHATMA GANDHI VIDYALAYA, DAHEGAON NO. 2",27091308001,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,DAHEGAON,441201.0,"AT POST DAHEGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.dahegaon80@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Dahegaon,Dahegaon,Bhiwapur
2080,"Z.P. PS, DONGARGAON NO. 2",27091308101,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,DONGARGAON,441201.0,"AT POST DONGARGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.dongargaon81@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Dongargaon,Dongargaon,Bhiwapur
2081,"Z.P. UPS, GUMGAON NO. 2",27091308201,MAHARASHTRA,NAGPUR,BHIWAPUR,PAHAMI,GUMGAON,441201.0,"AT POST GUMGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.gumgaon82@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Gumgaon,Gumgaon,Bhiwapur
2082,"Z.P. PS (BOYS), JAMBHULPANI NO. 2",27091308301,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,JAMBHULPANI,441201.0,"AT POST JAMBHULPANI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.jambhulpani83@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Jambhulpani,Jambhulpani,Bhiwapur
2083,"Z.P. PS (GIRLS), KODAMENDHI NO. 2",27091308401,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),KODAMENDHI,441201.0,"AT POST KODAMENDHI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kodamendhi84@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Kodamendhi,Kodamendhi,Bhiwapur
2084,"SARASWATI VIDYALAYA, MANOLI NO. 2",27091308501,MAHARASHTRA,NAGPUR,BHIWAPUR,KOSTIPURA,MANOLI,441201.0,"AT POST MANOLI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.manoli85@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Manoli,Manoli,Bhiwapur
2085,"SHARADA CONVENT, NIMBHA NO. 2",27091308601,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,NIMBHA,441201.0,"AT POST NIMBHA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.nimbha86@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Nimbha,Nimbha,Bhiwapur
2086,"MODEL SCHOOL, PIPALDHARA NO. 2",27091308701,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,PIPALDHARA,441201.0,"AT POST PIPALDHARA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.pipaldhara87@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Pipaldhara,Pipaldhara,Bhiwapur
2087,"Z.P. HIGH SCHOOL, SHIRPUR NO. 2",27091308801,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,SHIRPUR,441201.0,"AT POST SHIRPUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.shirpur88@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Shirpur,Shirpur,Bhiwapur
2088,"NATIONAL HIGH SCHOOL, WADAD NO. 2",27091308901,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,WADAD,441201.0,"AT POST WADAD, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.wadad89@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Wadad,Wadad,Bhiwapur
2089,"MAHATMA GANDHI VIDYALAYA, ZARI NO. 2",27091309001,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,ZARI,441201.0,"AT POST ZARI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.zari90@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Zari,Zari,Bhiwapur
2090,"Z.P. PS, BHIWAPUR NO. 8",27091309101,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),BHIWAPUR,441201.0,"AT POST BHIWAPUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.bhiwapur91@gmail.com,Local Body,Primary,Co-educational,1–4,Urban,Operational,Bhiwapur,Bhiwapur,Bhiwapur
2091,"Z.P. UPS, KOSTIPURA NO. 3",27091309201,MAHARASHTRA,NAGPUR,BHIWAPUR,KOSTIPURA,KOSTIPURA,441201.0,"AT POST KOSTIPURA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kostipura92@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Urban,Operational,Kostipura,Kostipura,Bhiwapur
2092,"Z.P. PS (BOYS), BESUR NO. 3",27091309301,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,BESUR,441201.0,"AT POST BESUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.besur93@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Besur,Besur,Bhiwapur
2093,"Z.P. PS (GIRLS), DHAMANGAON NO. 3",27091309401,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,DHAMANGAON,441201.0,"AT POST DHAMANGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.dhamangaon94@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Dhamangaon,Dhamangaon,Bhiwapur
2094,"SARASWATI VIDYALAYA, KARGAON NO. 3",27091309501,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,KARGAON,441201.0,"AT POST KARGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kargaon95@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Kargaon,Kargaon,Bhiwapur
2095,"SHARADA CONVENT, MAHALGAON NO. 4",27091309601,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,MAHALGAON,441201.0,"AT POST MAHALGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.mahalgaon96@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Mahalgaon,Mahalgaon,Bhiwapur
2096,"MODEL SCHOOL, NAND NO. 4",27091309701,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,NAND,441201.0,"AT POST NAND, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.nand97@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Nand,Nand,Bhiwapur
2097,"Z.P. HIGH SCHOOL, PAHAMI NO. 3",27091309801,MAHARASHTRA,NAGPUR,BHIWAPUR,PAHAMI,PAHAMI,441201.0,"AT POST PAHAMI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.pahami98@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Pahami,Pahami,Bhiwapur
2098,"NATIONAL HIGH SCHOOL, SALESHAHARI NO. 3",27091309901,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,SALESHAHARI,441201.0,"AT POST SALESHAHARI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.saleshahari99@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Saleshahari,Saleshahari,Bhiwapur
2099,"MAHATMA GANDHI VIDYALAYA, ADYAL NO. 4",27091310001,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),ADYAL,441201.0,"AT POST ADYAL, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.adyal100@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Adyal,Adyal,Bhiwapur
2100,"Z.P. PS, BHAGEBORI NO. 4",27091310101,MAHARASHTRA,NAGPUR,BHIWAPUR,KOSTIPURA,BHAGEBORI,441201.0,"AT POST BHAGEBORI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.bhagebori101@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Bhagebori,Bhagebori,Bhiwapur
2101,"Z.P. UPS, MOKHEBARDI NO. 3",27091310201,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,MOKHEBARDI,441201.0,"AT POST MOKHEBARDI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.mokhebardi102@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Mokhebardi,Mokhebardi,Bhiwapur
2102,"Z.P. PS (BOYS), LONARA NO. 3",27091310301,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,LONARA,441201.0,"AT POST LONARA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.lonara103@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Lonara,Lonara,Bhiwapur
2103,"Z.P. PS (GIRLS), KITALI NO. 3",27091310401,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,KITALI,441201.0,"AT POST KITALI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kitali104@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Kitali,Kitali,Bhiwapur
2104,"SARASWATI VIDYALAYA, KHARKADA NO. 3",27091310501,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,KHARKADA,441201.0,"AT POST KHARKADA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kharkada105@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Kharkada,Kharkada,Bhiwapur
2105,"SHARADA CONVENT, KHAPARI NO. 3",27091310601,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,KHAPARI,441201.0,"AT POST KHAPARI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.khapari106@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Khapari,Khapari,Bhiwapur
2106,"MODEL SCHOOL, ROHANA NO. 3",27091310701,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,ROHANA,441201.0,"AT POST ROHANA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.rohana107@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Rohana,Rohana,Bhiwapur
2107,"Z.P. HIGH SCHOOL, GOTADI NO. 3",27091310801,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,GOTADI,441201.0,"AT POST GOTADI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.gotadi108@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Gotadi,Gotadi,Bhiwapur
2108,"NATIONAL HIGH SCHOOL, GOHALLI NO. 3",27091310901,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,GOHALLI,441201.0,"AT POST GOHALLI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.gohalli109@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Gohalli,Gohalli,Bhiwapur
2109,"MAHATMA GANDHI VIDYALAYA, SULEZARI NO. 4",27091311001,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,SULEZARI,441201.0,"AT POST SULEZARI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.sulezari110@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Sulezari,Sulezari,Bhiwapur
2110,"Z.P. PS, CHIKHALI NO. 3",27091311101,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,CHIKHALI,441201.0,"AT POST CHIKHALI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.chikhali111@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Chikhali,Chikhali,Bhiwapur
2111,"Z.P. UPS, CHIKNA NO. 3",27091311201,MAHARASHTRA,NAGPUR,BHIWAPUR,PAHAMI,CHIKNA,441201.0,"AT POST CHIKNA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.chikna112@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Chikna,Chikna,Bhiwapur
2112,"Z.P. PS (BOYS), RANMANGALI NO. 3",27091311301,MAHARASHTRA,NAGPUR,BHIWAPUR,PAHAMI,RANMANGALI,441201.0,"AT POST RANMANGALI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.ranmangali113@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Ranmangali,Ranmangali,Bhiwapur
2113,"Z.P. PS (GIRLS), MALEWADA NO. 3",27091311401,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,MALEWADA,441201.0,"AT POST MALEWADA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.malewada114@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Malewada,Malewada,Bhiwapur
2114,"SARASWATI VIDYALAYA, PAUNI BORDER NO. 3",27091311501,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,PAUNI BORDER,441201.0,"AT POST PAUNI BORDER, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.pauniborder115@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Pauni Border,Pauni Border,Bhiwapur
2115,"SHARADA CONVENT, TATOLI NO. 3",27091311601,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),TATOLI,441201.0,"AT POST TATOLI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.tatoli116@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Tatoli,Tatoli,Bhiwapur
2116,"MODEL SCHOOL, SOMNALA NO. 3",27091311701,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,SOMNALA,441201.0,"AT POST SOMNALA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.somnala117@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Somnala,Somnala,Bhiwapur
2117,"Z.P. HIGH SCHOOL, ALEWUR NO. 3",27091311801,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,ALEWUR,441201.0,"AT POST ALEWUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.alewur118@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Alewur,Alewur,Bhiwapur
2118,"NATIONAL HIGH SCHOOL, BOTHALI NO. 3",27091311901,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,BOTHALI,441201.0,"AT POST BOTHALI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.bothali119@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Bothali,Bothali,Bhiwapur
2119,"MAHATMA GANDHI VIDYALAYA, DAHEGAON NO. 3",27091312001,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,DAHEGAON,441201.0,"AT POST DAHEGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.dahegaon120@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Dahegaon,Dahegaon,Bhiwapur
2120,"Z.P. PS, DONGARGAON NO. 3",27091312101,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,DONGARGAON,441201.0,"AT POST DONGARGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.dongargaon121@gmail.com,Local Body,Primary,Co-educational,1–4,Rural,Operational,Dongargaon,Dongargaon,Bhiwapur
2121,"Z.P. UPS, GUMGAON NO. 3",27091312201,MAHARASHTRA,NAGPUR,BHIWAPUR,PAHAMI,GUMGAON,441201.0,"AT POST GUMGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.gumgaon122@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Rural,Operational,Gumgaon,Gumgaon,Bhiwapur
2122,"Z.P. PS (BOYS), JAMBHULPANI NO. 3",27091312301,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,JAMBHULPANI,441201.0,"AT POST JAMBHULPANI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.jambhulpani123@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Jambhulpani,Jambhulpani,Bhiwapur
2123,"Z.P. PS (GIRLS), KODAMENDHI NO. 3",27091312401,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),KODAMENDHI,441201.0,"AT POST KODAMENDHI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kodamendhi124@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Kodamendhi,Kodamendhi,Bhiwapur
2124,"SARASWATI VIDYALAYA, MANOLI NO. 3",27091312501,MAHARASHTRA,NAGPUR,BHIWAPUR,KOSTIPURA,MANOLI,441201.0,"AT POST MANOLI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.manoli125@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Manoli,Manoli,Bhiwapur
2125,"SHARADA CONVENT, NIMBHA NO. 3",27091312601,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,NIMBHA,441201.0,"AT POST NIMBHA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.nimbha126@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Nimbha,Nimbha,Bhiwapur
2126,"MODEL SCHOOL, PIPALDHARA NO. 3",27091312701,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,PIPALDHARA,441201.0,"AT POST PIPALDHARA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.pipaldhara127@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Pipaldhara,Pipaldhara,Bhiwapur
2127,"Z.P. HIGH SCHOOL, SHIRPUR NO. 3",27091312801,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,SHIRPUR,441201.0,"AT POST SHIRPUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.shirpur128@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Shirpur,Shirpur,Bhiwapur
2128,"NATIONAL HIGH SCHOOL, WADAD NO. 3",27091312901,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,WADAD,441201.0,"AT POST WADAD, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.wadad129@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Wadad,Wadad,Bhiwapur
2129,"MAHATMA GANDHI VIDYALAYA, ZARI NO. 3",27091313001,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,ZARI,441201.0,"AT POST ZARI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.zari130@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Zari,Zari,Bhiwapur
2130,"Z.P. PS, BHIWAPUR NO. 9",27091313101,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),BHIWAPUR,441201.0,"AT POST BHIWAPUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.bhiwapur131@gmail.com,Local Body,Primary,Co-educational,1–4,Urban,Operational,Bhiwapur,Bhiwapur,Bhiwapur
2131,"Z.P. UPS, KOSTIPURA NO. 4",27091313201,MAHARASHTRA,NAGPUR,BHIWAPUR,KOSTIPURA,KOSTIPURA,441201.0,"AT POST KOSTIPURA, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kostipura132@gmail.com,Local Body,Primary with Upper Primary,Co-educational,1–7,Urban,Operational,Kostipura,Kostipura,Bhiwapur
2132,"Z.P. PS (BOYS), BESUR NO. 4",27091313301,MAHARASHTRA,NAGPUR,BHIWAPUR,BESUR,BESUR,441201.0,"AT POST BESUR, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.besur133@gmail.com,Local Body,Primary,Boys,1–5,Rural,Operational,Besur,Besur,Bhiwapur
2133,"Z.P. PS (GIRLS), DHAMANGAON NO. 4",27091313401,MAHARASHTRA,NAGPUR,BHIWAPUR,DHAMANGAON,DHAMANGAON,441201.0,"AT POST DHAMANGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.dhamangaon134@gmail.com,Local Body,Primary,Girls,1–5,Rural,Operational,Dhamangaon,Dhamangaon,Bhiwapur
2134,"SARASWATI VIDYALAYA, KARGAON NO. 4",27091313501,MAHARASHTRA,NAGPUR,BHIWAPUR,KARGAON,KARGAON,441201.0,"AT POST KARGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.kargaon135@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Kargaon,Kargaon,Bhiwapur
2135,"SHARADA CONVENT, MAHALGAON NO. 5",27091313601,MAHARASHTRA,NAGPUR,BHIWAPUR,MAHALGAON,MAHALGAON,441201.0,"AT POST MAHALGAON, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.mahalgaon136@gmail.com,Private Unaided,Primary with Upper Primary,Co-educational,1–8,Rural,Operational,Mahalgaon,Mahalgaon,Bhiwapur
2136,"MODEL SCHOOL, NAND NO. 5",27091313701,MAHARASHTRA,NAGPUR,BHIWAPUR,NAND,NAND,441201.0,"AT POST NAND, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.nand137@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Nand,Nand,Bhiwapur
2137,"Z.P. HIGH SCHOOL, PAHAMI NO. 4",27091313801,MAHARASHTRA,NAGPUR,BHIWAPUR,PAHAMI,PAHAMI,441201.0,"AT POST PAHAMI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.pahami138@gmail.com,Local Body,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Pahami,Pahami,Bhiwapur
2138,"NATIONAL HIGH SCHOOL, SALESHAHARI NO. 4",27091313901,MAHARASHTRA,NAGPUR,BHIWAPUR,SALESHAHARI,SALESHAHARI,441201.0,"AT POST SALESHAHARI, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.saleshahari139@gmail.com,Private Aided,Secondary with Higher Secondary,Co-educational,5–12,Rural,Operational,Saleshahari,Saleshahari,Bhiwapur
2139,"MAHATMA GANDHI VIDYALAYA, ADYAL NO. 5",27091314001,MAHARASHTRA,NAGPUR,BHIWAPUR,BHIWAPUR (MAIN),ADYAL,441201.0,"AT POST ADYAL, TAH. BHIWAPUR, DIST. NAGPUR - 441201",sch.adyal140@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,Co-educational,1–10,Rural,Operational,Adyal,Adyal,Bhiwapur
