Sr No.,School Name,UDISE Code,State,District,Block,Cluster,Village,PIN Code,Address,Email,School Management,School Category,School Type,Classes From–To,Rural/Urban,School Status,LGD Village,LGD Panchayat,LGD Block
1771,"Z.P. HIGH SCHOOL, KAPSI",27090507201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",KAPSI (KH),440035.0,"AT POST KAPSI, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.kapsi72@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Kapsi,Kapsi,Kamptee
1772,"Z.P. PS, DIGHORI",27090507301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, TEMASANA",DIGHORI (BK),440035.0,"AT POST DIGHORI, TAH. KAMPTEE, DIST. NAGPUR - 440035",sch.dighori73@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dighori,Dighori,Kamptee
1773,"Z.P. UPS, BHUGAON NO. 2",27090507401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",BHUGAON,441002.0,"AT POST BHUGAON, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.bhugaon74@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Bhugaon,Bhugaon,Kamptee
1774,"Z.P. PS (BOYS), WAREGAON",27090507501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",WAREGAON,441002.0,"AT POST WAREGAON, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.waregaon75@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Waregaon,Waregaon,Kamptee
1775,"Z.P. PS (GIRLS), GUMTHALA",27090507601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",GUMTHALA,441002.0,"AT POST GUMTHALA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.gumthala76@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Gumthala,Gumthala,Kamptee
1776,"SARASWATI VIDYALAYA, GUMTHI",27090507701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",GUMTHI,441002.0,"AT POST GUMTHI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.gumthi77@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Gumthi,Gumthi,Kamptee
1777,"SHARADA CONVENT, GHORPAD",27090507801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",GHORPAD,441002.0,"AT POST GHORPAD, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.ghorpad78@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Ghorpad,Ghorpad,Kamptee
1778,"MODEL SCHOOL, KEM",27090507901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",KEM,441002.0,"AT POST KEM, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.kem79@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Kem,Kem,Kamptee
1779,"Z.P. HIGH SCHOOL, KHAIRI",27090508001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",KHAIRI,441002.0,"AT POST KHAIRI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.khairi80@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Khairi,Khairi,Kamptee
1780,"Z.P. PS, BINA",27090508101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",BINA,441002.0,"AT POST BINA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.bina81@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Bina,Bina,Kamptee
1781,"Z.P. UPS, BIDBINA",27090508201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",BIDBINA,441002.0,"AT POST BIDBINA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.bidbina82@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Bidbina,Bidbina,Kamptee
1782,"Z.P. PS (BOYS), BHOWARI",27090508301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",BHOWARI,441002.0,"AT POST BHOWARI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.bhowari83@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Bhowari,Bhowari,Kamptee
1783,"Z.P. PS (GIRLS), BHAMEWADA",27090508401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",BHAMEWADA,441002.0,"AT POST BHAMEWADA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.bhamewada84@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Bhamewada,Bhamewada,Kamptee
1784,"SARASWATI VIDYALAYA, KHEDI",27090508501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",KHEDI,441002.0,"AT POST KHEDI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.khedi85@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Khedi,Khedi,Kamptee
1785,"SHARADA CONVENT, KUSUMBI",27090508601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",KUSUMBI,441002.0,"AT POST KUSUMBI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.kusumbi86@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Kusumbi,Kusumbi,Kamptee
1786,"MODEL SCHOOL, GADA",27090508701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",GADA,441002.0,"AT POST GADA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.gada87@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Gada,Gada,Kamptee
1787,"Z.P. HIGH SCHOOL, GARLA",27090508801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, BHUGAON",GARLA,441002.0,"AT POST GARLA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.garla88@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Garla,Garla,Kamptee
1788,"Z.P. PS, WADODA NO. 2",27090508901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",WADODA,441202.0,"AT POST WADODA, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.wadoda89@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Wadoda,Wadoda,Kamptee
1789,"Z.P. UPS, LIHIGAON",27090509001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",LIHIGAON,441202.0,"AT POST LIHIGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.lihigaon90@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Lihigaon,Lihigaon,Kamptee
1790,"Z.P. PS (BOYS), MANGALI",27090509101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",MANGALI,441202.0,"AT POST MANGALI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.mangali91@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Mangali,Mangali,Kamptee
1791,"Z.P. PS (GIRLS), NERALA",27090509201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",NERALA,441202.0,"AT POST NERALA, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.nerala92@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Nerala,Nerala,Kamptee
1792,"SARASWATI VIDYALAYA, NERI",27090509301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",NERI,441202.0,"AT POST NERI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.neri93@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Neri,Neri,Kamptee
1793,"SHARADA CONVENT, UMRI",27090509401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",UMRI,441202.0,"AT POST UMRI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.umri94@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Umri,Umri,Kamptee
1794,"MODEL SCHOOL, WARAMBHA",27090509501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",WARAMBHA,441202.0,"AT POST WARAMBHA, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.warambha95@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Warambha,Warambha,Kamptee
1795,"Z.P. HIGH SCHOOL, SHIRPUR",27090509601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",SHIRPUR,441202.0,"AT POST SHIRPUR, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.shirpur96@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Shirpur,Shirpur,Kamptee
1796,"Z.P. PS, PALSAD",27090509701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",PALSAD,441202.0,"AT POST PALSAD, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.palsad97@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Palsad,Palsad,Kamptee
1797,"Z.P. UPS, POWARI",27090509801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",POWARI,441202.0,"AT POST POWARI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.powari98@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Powari,Powari,Kamptee
1798,"Z.P. PS (BOYS), RANMANGLI",27090509901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",RANMANGLI,441202.0,"AT POST RANMANGLI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.ranmangli99@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Ranmangli,Ranmangli,Kamptee
1799,"Z.P. PS (GIRLS), SAWALI",27090510001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",SAWALI,441202.0,"AT POST SAWALI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.sawali100@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Sawali,Sawali,Kamptee
1800,"SARASWATI VIDYALAYA, SELU",27090510101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",SELU,441202.0,"AT POST SELU, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.selu101@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Selu,Selu,Kamptee
1801,"SHARADA CONVENT, TANDULWANI",27090510201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",TANDULWANI,441202.0,"AT POST TANDULWANI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.tandulwani102@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Tandulwani,Tandulwani,Kamptee
1802,"MODEL SCHOOL, UNDGAON",27090510301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",UNDGAON,441202.0,"AT POST UNDGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.undgaon103@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Undgaon,Undgaon,Kamptee
1803,"Z.P. HIGH SCHOOL, YEKARDI",27090510401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",YEKARDI,441202.0,"AT POST YEKARDI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.yekardi104@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Yekardi,Yekardi,Kamptee
1804,"Z.P. PS, ZHARAP",27090510501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",ZHARAP,441202.0,"AT POST ZHARAP, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.zharap105@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Zharap,Zharap,Kamptee
1805,"Z.P. UPS, KESURI",27090510601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",KESURI,441202.0,"AT POST KESURI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.kesuri106@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Kesuri,Kesuri,Kamptee
1806,"Z.P. PS (BOYS), NIMBA",27090510701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",NIMBA,441202.0,"AT POST NIMBA, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.nimba107@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Nimba,Nimba,Kamptee
1807,"Z.P. PS (GIRLS), NINHAI",27090510801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",NINHAI,441202.0,"AT POST NINHAI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.ninhai108@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Ninhai,Ninhai,Kamptee
1808,"SARASWATI VIDYALAYA, PANDHERKAWADA",27090510901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",PANDHERKAWADA,441202.0,"AT POST PANDHERKAWADA, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.pandherkawada109@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Pandherkawada,Pandherkawada,Kamptee
1809,"SHARADA CONVENT, PANDHURNA",27090511001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, WADODA",PANDHURNA,441202.0,"AT POST PANDHURNA, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.pandhurna110@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Pandhurna,Pandhurna,Kamptee
1810,"MODEL SCHOOL, KAMPTEE NO. 16",27090511101,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",KAMPTEE,441001.0,"AT POST KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR - 441001",sch.kamptee111@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Urban,Operational,Kamptee,Kamptee,Kamptee
1811,"Z.P. HIGH SCHOOL, CANTONMENT KAMPTEE NO. 5",27090511201,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",CANTONMENT KAMPTEE,441001.0,"AT POST CANTONMENT KAMPTEE, TAH. KAMPTEE, DIST. NAGPUR - 441001",sch.cantonmentkamptee112@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Urban,Operational,Cantonment Kamptee,Cantonment Kamptee,Kamptee
1812,"Z.P. PS, DRAGON PALACE AREA NO. 3",27090511301,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",DRAGON PALACE AREA,441001.0,"AT POST DRAGON PALACE AREA, TAH. KAMPTEE, DIST. NAGPUR - 441001",sch.dragonpalacearea113@gmail.com,Local Body,Primary,3-Co-educational,1–4,Urban,Operational,Dragon Palace Area,Dragon Palace Area,Kamptee
1813,"Z.P. UPS, RANALA NO. 2",27090511401,MAHARASHTRA,NAGPUR,KAMPTEE,"NAGAR PARISHAD, KAMPTEE",RANALA,441002.0,"AT POST RANALA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.ranala114@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Urban,Operational,Ranala,Ranala,Kamptee
1814,"Z.P. PS (BOYS), YERKHEDA NO. 3",27090511501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",YERKHEDA,441002.0,"AT POST YERKHEDA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.yerkheda115@gmail.com,Local Body,Primary,1-Boys,1–5,Urban,Operational,Yerkheda,Yerkheda,Kamptee
1815,"Z.P. PS (GIRLS), AADKA NO. 2",27090511601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",AADKA,441002.0,"AT POST AADKA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.aadka116@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Aadka,Aadka,Kamptee
1816,"SARASWATI VIDYALAYA, AAJNI NO. 2",27090511701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",AAJNI,441002.0,"AT POST AAJNI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.aajni117@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Aajni,Aajni,Kamptee
1817,"SHARADA CONVENT, AMBADI NO. 2",27090511801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",AMBADI,441002.0,"AT POST AMBADI, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.ambadi118@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Ambadi,Ambadi,Kamptee
1818,"MODEL SCHOOL, ASALWADA NO. 2",27090511901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",ASALWADA,441002.0,"AT POST ASALWADA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.asalwada119@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Asalwada,Asalwada,Kamptee
1819,"Z.P. HIGH SCHOOL, JAKHEGAON NO. 2",27090512001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",JAKHEGAON,441002.0,"AT POST JAKHEGAON, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.jakhegaon120@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Jakhegaon,Jakhegaon,Kamptee
1820,"Z.P. PS, DHARGAON NO. 2",27090512101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",DHARGAON,441002.0,"AT POST DHARGAON, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.dhargaon121@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Dhargaon,Dhargaon,Kamptee
1821,"Z.P. UPS, BABULKHEDA NO. 2",27090512201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, YERKHEDA",BABULKHEDA,441002.0,"AT POST BABULKHEDA, TAH. KAMPTEE, DIST. NAGPUR - 441002",sch.babulkheda122@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Babulkheda,Babulkheda,Kamptee
1822,"Z.P. PS (BOYS), KORADI NO. 4",27090512301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KORADI,441111.0,"AT POST KORADI, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.koradi123@gmail.com,Local Body,Primary,1-Boys,1–5,Urban,Operational,Koradi,Koradi,Kamptee
1823,"Z.P. PS (GIRLS), MAHADULA NO. 3",27090512401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",MAHADULA,441111.0,"AT POST MAHADULA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.mahadula124@gmail.com,Local Body,Primary,2-Girls,1–5,Urban,Operational,Mahadula,Mahadula,Kamptee
1824,"SARASWATI VIDYALAYA, KHAPARKHEDA NO. 2",27090512501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KHAPARKHEDA,441111.0,"AT POST KHAPARKHEDA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.khaparkheda125@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Urban,Operational,Khaparkheda,Khaparkheda,Kamptee
1825,"SHARADA CONVENT, PANJARA NO. 2",27090512601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",PANJARA,441111.0,"AT POST PANJARA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.panjara126@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Panjara,Panjara,Kamptee
1826,"MODEL SCHOOL, LONKHAIRI NO. 2",27090512701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",LONKHAIRI,441111.0,"AT POST LONKHAIRI, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.lonkhairi127@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Lonkhairi,Lonkhairi,Kamptee
1827,"Z.P. HIGH SCHOOL, SURADEVI NO. 2",27090512801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",SURADEVI,441111.0,"AT POST SURADEVI, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.suradevi128@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Suradevi,Suradevi,Kamptee
1828,"Z.P. PS, NANDA NO. 2",27090512901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",NANDA,441111.0,"AT POST NANDA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.nanda129@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Nanda,Nanda,Kamptee
1829,"Z.P. UPS, KHAPA NO. 2",27090513001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KORADI",KHAPA,441111.0,"AT POST KHAPA, TAH. KAMPTEE, DIST. NAGPUR - 441111",sch.khapa130@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Khapa,Khapa,Kamptee
1830,"Z.P. PS (BOYS), KHASALA NO. 2",27090513101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",KHASALA,440026.0,"AT POST KHASALA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.khasala131@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Khasala,Khasala,Kamptee
1831,"Z.P. PS (GIRLS), BHILGAON NO. 3",27090513201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",BHILGAON,440026.0,"AT POST BHILGAON, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.bhilgaon132@gmail.com,Local Body,Primary,2-Girls,1–5,Urban,Operational,Bhilgaon,Bhilgaon,Kamptee
1832,"SARASWATI VIDYALAYA, CHICHOLI NO. 2",27090513301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",CHICHOLI,440026.0,"AT POST CHICHOLI, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.chicholi133@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Chicholi,Chicholi,Kamptee
1833,"SHARADA CONVENT, BORGAON NO. 2",27090513401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",BORGAON,440026.0,"AT POST BORGAON, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.borgaon134@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Borgaon,Borgaon,Kamptee
1834,"MODEL SCHOOL, CHIKHALI NO. 2",27090513501,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",CHIKHALI,440026.0,"AT POST CHIKHALI, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.chikhali135@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Chikhali,Chikhali,Kamptee
1835,"Z.P. HIGH SCHOOL, CHIKNA NO. 2",27090513601,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",CHIKNA,440026.0,"AT POST CHIKNA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.chikna136@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Chikna,Chikna,Kamptee
1836,"Z.P. PS, MHASALA NO. 2",27090513701,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",MHASALA,440026.0,"AT POST MHASALA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.mhasala137@gmail.com,Local Body,Primary,3-Co-educational,1–4,Rural,Operational,Mhasala,Mhasala,Kamptee
1837,"Z.P. UPS, KAWTHA NO. 2",27090513801,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, KHASALA",KAWTHA,440026.0,"AT POST KAWTHA, TAH. KAMPTEE, DIST. NAGPUR - 440026",sch.kawtha138@gmail.com,Local Body,Primary with Upper Primary,3-Co-educational,1–7,Rural,Operational,Kawtha,Kawtha,Kamptee
1838,"Z.P. PS (BOYS), MAHALGAON NO. 3",27090513901,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",MAHALGAON,441202.0,"AT POST MAHALGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.mahalgaon139@gmail.com,Local Body,Primary,1-Boys,1–5,Rural,Operational,Mahalgaon,Mahalgaon,Kamptee
1839,"Z.P. PS (GIRLS), PAWANGAON NO. 3",27090514001,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",PAWANGAON,441202.0,"AT POST PAWANGAON, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.pawangaon140@gmail.com,Local Body,Primary,2-Girls,1–5,Rural,Operational,Pawangaon,Pawangaon,Kamptee
1840,"SARASWATI VIDYALAYA, AVANDHI NO. 2",27090514101,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",AVANDHI,441202.0,"AT POST AVANDHI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.avandhi141@gmail.com,Private Aided,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Avandhi,Avandhi,Kamptee
1841,"SHARADA CONVENT, ASOLI NO. 2",27090514201,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",ASOLI,441202.0,"AT POST ASOLI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.asoli142@gmail.com,Private Unaided,Primary with Upper Primary,3-Co-educational,1–8,Rural,Operational,Asoli,Asoli,Kamptee
1842,"MODEL SCHOOL, PARSAD NO. 2",27090514301,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",PARSAD,441202.0,"AT POST PARSAD, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.parsad143@gmail.com,Department of Education,Pr. Up Pr. and Secondary Only,3-Co-educational,1–10,Rural,Operational,Parsad,Parsad,Kamptee
1843,"Z.P. HIGH SCHOOL, KADHOLI NO. 2",27090514401,MAHARASHTRA,NAGPUR,KAMPTEE,"Z.P. PS, MAHALGAON",KADHOLI,441202.0,"AT POST KADHOLI, TAH. KAMPTEE, DIST. NAGPUR - 441202",sch.kadholi144@gmail.com,Local Body,Secondary with Higher Secondary,3-Co-educational,5–12,Rural,Operational,Kadholi,Kadholi,Kamptee
